"VBIS Classification","2021-06-16",,,,"Brick Equipment Classes",,,,,,
"Level 1","Level 2","Level 3","Level 4",,,,,,,,
"Audio-Visual","Documents","Management System","Register","AV-Doc-MS-Reg",,,,,,,
"Audio-Visual","Documents","Manual",,"AV-Doc-Man",,,,,,,
"Audio-Visual","Documents","Manual","Manufacturer","AV-Doc-Man-Ma",,,,,,,
"Audio-Visual","Documents","Manual","O&M Manual","AV-Doc-Man-OM",,,,,,,
"Audio-Visual","Documents","Maintenance",,"AV-Doc-Ma",,,,,,,
"Audio-Visual","Documents","Maintenance","Certificate","AV-Doc-Ma-Ce",,,,,,,
"Audio-Visual","Documents","Maintenance","Corrective Action Record","AV-Doc-Ma-CAR",,,,,,,
"Audio-Visual","Documents","Maintenance","Inspection Report","AV-Doc-Ma-IR",,,,,,,
"Audio-Visual","Documents","Maintenance","Operating Procedure","AV-Doc-Ma-OP",,,,,,,
"Audio-Visual","Documents","Maintenance","Preventative Maintenance Record","AV-Doc-Ma-PMR",,,,,,,
"Audio-Visual","Documents","Maintenance","Repair Recommendation","AV-Doc-Ma-RR",,,,,,,
"Audio-Visual","Documents","Maintenance","Switching Procedure","AV-Doc-Ma-SP",,,,,,,
"Audio-Visual","Documents","Media",,"AV-Doc-Me",,,,,,,
"Audio-Visual","Documents","Media","Audio","AV-Doc-Me-Au",,,,,,,
"Audio-Visual","Documents","Media","Image","AV-Doc-Me-Im",,,,,,,
"Audio-Visual","Documents","Media","Movie","AV-Doc-Me-Mo",,,,,,,
"Audio-Visual","Documents","Model",,"AV-Doc-Mo",,,,,,,
"Audio-Visual","Documents","Model","Source File","AV-Doc-Mo-SF",,,,,,,
"Audio-Visual","Documents","Model","Federated File","AV-Doc-Mo-FF",,,,,,,
"Audio-Visual","Documents","Model","Point Cloud Scan","AV-Doc-Mo-PCS",,,,,,,
"Audio-Visual","Documents","OH&S",,"AV-Doc-OHS",,,,,,,
"Audio-Visual","Documents","OH&S","Guideline","AV-Doc-OHS-Gu",,,,,,,
"Audio-Visual","Documents","OH&S","Hazard Register","AV-Doc-OHS-HReg",,,,,,,
"Audio-Visual","Documents","OH&S","Management System","AV-Doc-OHS-MS",,,,,,,
"Audio-Visual","Documents","OH&S","Plan","AV-Doc-OHS-Pl",,,,,,,
"Audio-Visual","Documents","OH&S","Policy","AV-Doc-OHS-Po",,,,,,,
"Audio-Visual","Documents","OH&S","Procedure","AV-Doc-OHS-Pr",,,,,,,
"Audio-Visual","Documents","OH&S","Risk Analysis","AV-Doc-OHS-RA",,,,,,,
"Audio-Visual","Documents","OH&S","Risk Register","AV-Doc-OHS-RReg",,,,,,,
"Audio-Visual","Documents","OH&S","Safe Work Instruction","AV-Doc-OHS-SWI",,,,,,,
"Audio-Visual","Documents","OH&S","Safety Data Sheet","AV-Doc-OHS-SDS",,,,,,,
"Audio-Visual","Documents","OH&S","Safety Plan","AV-Doc-OHS-SP",,,,,,,
"Audio-Visual","Documents","Programme",,"AV-Doc-Pr",,,,,,,
"Audio-Visual","Documents","Register",,"AV-Doc-Reg",,,,,,,
"Audio-Visual","Documents","Register","Assets","AV-Doc-Reg-As",,,,,,,
"Audio-Visual","Documents","Register","Documents","AV-Doc-Reg-Doc",,,,,,,
"Audio-Visual","Documents","Register","Equipment","AV-Doc-Reg-Eq",,,,,,,
"Audio-Visual","Documents","Report",,"AV-Doc-Re",,,,,,,
"Audio-Visual","Documents","Schedule",,"AV-Doc-Sc",,,,,,,
"Audio-Visual","Documents","Software",,"AV-Doc-So",,,,,,,
"Audio-Visual","Documents","Software","Operating System","AV-Doc-So-OS",,,,,,,
"Audio-Visual","Documents","Software","Firmware","AV-Doc-So-Fi",,,,,,,
"Audio-Visual","Documents","Software","Application","AV-Doc-So-Ap",,,,,,,
"Audio-Visual","Documents","Specification",,"AV-Doc-Spec",,,,,,,
"Audio-Visual","Documents","Technical Literature",,"AV-Doc-TL",,,,,,,
"Audio-Visual","Documents","Template",,"AV-Doc-Te",,,,,,,
"Audio-Visual","Documents","Template","Document","AV-Doc-Te-Doc",,,,,,,
"Audio-Visual","Documents","Template","Drawing","AV-Doc-Te-Dr",,,,,,,
"Audio-Visual","Documents","Template","Model","AV-Doc-Te-Mo",,,,,,,
"Audio-Visual","Documents","Template","Presentation","AV-Doc-Te-Pr",,,,,,,
"Audio-Visual","Documents","Template","Spreadsheet","AV-Doc-Te-Sp",,,,,,,
"Audio-Visual","Documents","Test Results",,"AV-Doc-TR",,,,,,,
"Audio-Visual","Documents","Warranty",,"AV-Doc-Wa",,,,,,,
"Audio-Visual","Documents","Warranty","Certificate","AV-Doc-Wa-Ce",,,,,,,
"Audio-Visual","Documents","Warranty","Claim","AV-Doc-Wa-Cl",,,,,,,
"Audio-Visual","Documents","Warranty","Terms& Conditions","AV-Doc-Wa-TC",,,,,,,
"Audio-Visual","Documents","Warranty","Warranty Record","AV-Doc-Wa-WR",,,,,,,
"Building Management and Control",,,,"BMC",,,,,,,
"Building Management and Control","Active Equipment",,,"BMC-AE",,,,,,,
"Building Management and Control","Active Equipment","Router",,"BMC-AE-Ro",,,,,,,
"Building Management and Control","Active Equipment","Switch",,"BMC-AE-Sw",,,,,,,
"Building Management and Control","Active Equipment","Switch","Standard","BMC-AE-Sw-St",,,,,,,
"Building Management and Control","Active Equipment","Switch","Power Over Ethernet","BMC-AE-Sw-POE",,,,,,,
"Building Management and Control","Active Equipment","Modem",,"BMC-AE-Mo",,,,,,,
"Building Management and Control","Active Equipment","Server",,"BMC-AE-Se",,,,,,,
"Building Management and Control","Active Equipment","Server","Rack","BMC-AE-Se-Ra",,,,,,,
"Building Management and Control","Active Equipment","Server","Tower","BMC-AE-Se-To",,,,,,,
"Building Management and Control","Active Equipment","Workstation",,"BMC-AE-Wo",,,,,,,
"Building Management and Control","Active Equipment","Workstation","Rack","BMC-AE-Wo-Ra",,,,,,,
"Building Management and Control","Active Equipment","Workstation","Desktop","BMC-AE-Wo-De",,,,,,,
"Building Management and Control","Active Equipment","Printer",,"BMC-AE-Pr",,,,,,,
"Building Management and Control","Active Equipment","Printer","Inkjet","BMC-AE-Pr-In",,,,,,,
"Building Management and Control","Active Equipment","Printer","Laser","BMC-AE-Pr-La",,,,,,,
"Building Management and Control","Air Flow Switch",,,"BMC-AFSw",,,,,,,
"Building Management and Control","Air Flow Switch","Paddle",,"BMC-AFSw-Pa",,,,,,,
"Building Management and Control","Air Flow Switch","With Alarm",,"BMC-AFSw-WA",,,,,,,
"Building Management and Control","Air High Pressure Transmitter",,,"BMC-AHPT",,,,,,,
"Building Management and Control","Air High Pressure Transmitter","Differential ",,"BMC-AHPT-Di",,,,,,,
"Building Management and Control","Air High Pressure Transmitter","Differential ","Display","BMC-AHPT-Di-Di",,,,,,,
"Building Management and Control","Air High Pressure Transmitter","Gauge",,"BMC-AHPT-Ga",,,,,,,
"Building Management and Control","Air High Pressure Transmitter","Gauge","Display","BMC-AHPT-Ga-Di",,,,,,,
"Building Management and Control","Air Low Pressure Transmitter",,,"BMC-ALPT",,,,,,,
"Building Management and Control","Air Low Pressure Transmitter","Differential ",,"BMC-ALPT-Di",,,,,,,
"Building Management and Control","Air Low Pressure Transmitter","Differential ","Display","BMC-ALPT-Di-Di",,,,,,,
"Building Management and Control","Air Low Pressure Transmitter","Gauge",,"BMC-ALPT-Ga",,,,,,,
"Building Management and Control","Air Low Pressure Transmitter","Gauge","Display","BMC-ALPT-Ga-Di",,,,,,,
"Building Management and Control","Air Ultra Low Pressure Transmitter",,,"BMC-AULPT",,,,,,,
"Building Management and Control","Air Ultra Low Pressure Transmitter","Differential ",,"BMC-AULPT-Di",,,,,,,
"Building Management and Control","Air Ultra Low Pressure Transmitter","Differential ","Display","BMC-AULPT-Di-Di",,,,,,,
"Building Management and Control","Air Ultra Low Pressure Transmitter","Gauge",,"BMC-AULPT-Ga",,,,,,,
"Building Management and Control","Air Ultra Low Pressure Transmitter","Gauge","Display","BMC-AULPT-Ga-Di",,,,,,,
"Building Management and Control","Air Pressure Switch",,,"BMC-APSw",,,,,,,
"Building Management and Control","Air Quality Transmitter",,,"BMC-AQT",,,,,,,
"Building Management and Control","Air Quality Transmitter","Duct Mount",,"BMC-AQT-DM",,,,,,,
"Building Management and Control","Air Quality Transmitter","Duct Mount","Display","BMC-AQT-DM-Di",,,,,,,
"Building Management and Control","Air Quality Transmitter","Duct Mount","Temp","BMC-AQT-DM-Te",,,,,,,
"Building Management and Control","Air Quality Transmitter","Duct Mount","Temp, Display","BMC-AQT-DM-TD",,,,,,,
"Building Management and Control","Air Quality Transmitter","Room",,"BMC-AQT-Ro",,,,,,,
"Building Management and Control","Air Quality Transmitter","Room","Display","BMC-AQT-Ro-Di",,,,,,,
"Building Management and Control","Air Quality Transmitter","Room","Temp","BMC-AQT-Ro-Te",,,,,,,
"Building Management and Control","Air Quality Transmitter","Room","Temp, Display","BMC-AQT-Ro-TD",,,,,,,
"Building Management and Control","Air Room Pressure Transmitter",,,"BMC-ARPT",,,,,,,
"Building Management and Control","Air Room Pressure Transmitter","Wall Mount",,"BMC-ARPT-WM",,,,,,,
"Building Management and Control","Air Room Pressure Transmitter","Wall Mount","Display","BMC-ARPT-WM-Di",,,,,,,
"Building Management and Control","Air Velocity Transmitter",,,"BMC-AVT",,,,,,,
"Building Management and Control","Air Velocity Transmitter","Differential ",,"BMC-AVT-Di",,,,,,,
"Building Management and Control","Air Velocity Transmitter","Differential ","Display","BMC-AVT-Di-Di",,,,,,,
"Building Management and Control","Air Velocity Transmitter","Gauge",,"BMC-AVT-Ga",,,,,,,
"Building Management and Control","Air Velocity Transmitter","Gauge","Display","BMC-AVT-Ga-Di",,,,,,,
"Building Management and Control","Alarm Annunciators",,,"BMC-AA",,,,,,,
"Building Management and Control","Averaging Flow Sensor",,,"BMC-AFS",,,,,,,
"Building Management and Control","Averaging Flow Grid",,,"BMC-AFG",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter",,,"BMC-CDT",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Wall Mount",,"BMC-CDT-WM",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Wall Mount","Temp","BMC-CDT-WM-Te",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Wall Mount","Display","BMC-CDT-WM-Di",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Wall Mount","Temp, Display","BMC-CDT-WM-TD",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Wall Mount","Temp, Humidity","BMC-CDT-WM-TH",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Wall Mount","Temp, Humidity, Setpoint","BMC-CDT-WM-THS",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Wall Mount","Temp, Humidity, Setpoint, Pushbutton","BMC-CDT-WM-THSP",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Wall Mount","Temp, Humidity, Display","BMC-CDT-WM-THD",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Wall Mount","Temp, Humidity, Setpoint, Display","BMC-CDT-WM-THSD",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Wall Mount","Temp, Humidity, Setpoint, Pushbutton, Display","BMC-CDT-WM-THSPD",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Duct Mount",,"BMC-CDT-DM",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Duct Mount","Temp","BMC-CDT-DM-Te",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Duct Mount","Display","BMC-CDT-DM-Di",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Duct Mount","Temp, Display","BMC-CDT-DM-TD",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Duct Mount","Temp, Humidity","BMC-CDT-DM-TH",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Duct Mount","Temp, Humidity, Display","BMC-CDT-DM-THD",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Outside Air",,"BMC-CDT-OA",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Outside Air","Heated","BMC-CDT-OA-He",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Outside Air","Temp","BMC-CDT-OA-Te",,,,,,,
"Building Management and Control","Carbon Dioxide Transmitter","Outside Air","Temp, Heated","BMC-CDT-OA-TH",,,,,,,
"Building Management and Control","Carbon Monoxide Transmitter",,,"BMC-CMT",,,,,,,
"Building Management and Control","Carbon Monoxide Transmitter","Wall Mount",,"BMC-CMT-WM",,,,,,,
"Building Management and Control","Carbon Monoxide Transmitter","Duct Mount",,"BMC-CMT-DM",,,,,,,
"Building Management and Control","Current Sensor",,,"BMC-CS",,,,,,,
"Building Management and Control","Current Sensor","Solid Core",,"BMC-CS-SOC",,,,,,,
"Building Management and Control","Current Sensor","Split Core",,"BMC-CS-SPC",,,,,,,
"Building Management and Control","Current Switch",,,"BMC-CSW",,,,,,,
"Building Management and Control","Current Switch","Solid Core",,"BMC-CSW-SOC",,,,,,,
"Building Management and Control","Current Switch","Split Core",,"BMC-CSW-SPC",,,,,,,
"Building Management and Control","Controls Equipment Panel",,,"BMC-ConEP",,,,,,,
"Building Management and Control","Controls Equipment Panel","Main Panel",,"BMC-ConEP-MP",,,,,,,
"Building Management and Control","Controls Equipment Panel","Network Panel",,"BMC-ConEP-NP",,,,,,,
"Building Management and Control","Controls Equipment Panel","Distributed Panel",,"BMC-ConEP-DP",,,,,,,
"Building Management and Control","Controls Equipment Panel","Marshalling Cabinet",,"BMC-ConEP-MC",,,,,,,
"Building Management and Control","Controls Equipment Panel","Alarm Panel",,"BMC-ConEP-AP",,,,,,,
"Building Management and Control","Damper Actuator",,,"BMC-DA",,,,,,,
"Building Management and Control","Damper Actuator","Rotary Actuators",,"BMC-DA-RA",,,,,,,
"Building Management and Control","Damper Actuator","Rotary Actuators","Modulating Spring Return","BMC-DA-RA-MSR",,,,,,,
"Building Management and Control","Damper Actuator","Rotary Actuators","Modulating Non Spring Return","BMC-DA-RA-MNSR",,,,,,,
"Building Management and Control","Damper Actuator","Rotary Actuators","Two Position Spring Return","BMC-DA-RA-TPSR",,,,,,,
"Building Management and Control","Damper Actuator","Rotary Actuators","Two Position Non Spring Return","BMC-DA-RA-TPNSR",,,,,,,
"Building Management and Control","Damper Actuator","Linear Actuators",,"BMC-DA-LA",,,,,,,
"Building Management and Control","Damper Actuator","Linear Actuators","Modulating Spring Return","BMC-DA-LA-MSR",,,,,,,
"Building Management and Control","Damper Actuator","Linear Actuators","Modulating Non Spring Return","BMC-DA-LA-MNSR",,,,,,,
"Building Management and Control","Damper Actuator","Linear Actuators","Two Position Spring Return","BMC-DA-LA-TPSR",,,,,,,
"Building Management and Control","Damper Actuator","Linear Actuators","Two Position Non Spring Return","BMC-DA-LA-TPNSR",,,,,,,
"Building Management and Control","Damper Actuator","Fire and Smoke",,"BMC-DA-FAS",,,,,,,
"Building Management and Control","Dewpoint Transmitter",,,"BMC-DT",,,,,,,
"Building Management and Control","Dewpoint Transmitter","Wall Mount",,"BMC-DT-WM",,,,,,,
"Building Management and Control","Dewpoint Transmitter","Wall Mount","Display","BMC-DT-WM-Di",,,,,,,
"Building Management and Control","Dewpoint Transmitter","Duct Mount",,"BMC-DT-DM",,,,,,,
"Building Management and Control","Dewpoint Transmitter","Outside Air",,"BMC-DT-OA",,,,,,,
"Building Management and Control","Flow Meter",,,"BMC-FM",,,,,,,
"Building Management and Control","Flow Meter","Ultrasonic Flow Meter",,"BMC-FM-UFM",,,,,,,
"Building Management and Control","Flow Meter","Velocity Flow Meter",,"BMC-FM-VFM",,,,,,,
"Building Management and Control","Flow Meter","Displacement Water Meter",,"BMC-FM-DWM",,,,,,,
"Building Management and Control","Flow Meter","Electromagnetic Meters",,"BMC-FM-EM",,,,,,,
"Building Management and Control","Fuel Level Sensing",,,"BMC-FLS",,,,,,,
"Building Management and Control","Fuel Level Sensing","Paddle Switch",,"BMC-FLS-PSw",,,,,,,
"Building Management and Control","Fuel Level Sensing","Ball Switch",,"BMC-FLS-BSw",,,,,,,
"Building Management and Control","Fuel Level Sensing","Ultrasonic",,"BMC-FLS-Ul",,,,,,,
"Building Management and Control","Fuel Level Sensing","Pressure",,"BMC-FLS-Pr",,,,,,,
"Building Management and Control","Gas Detection",,,"BMC-GD",,,,,,,
"Building Management and Control","Gas Detection","Ammonia",,"BMC-GD-Am",,,,,,,
"Building Management and Control","Gas Detection","Butane",,"BMC-GD-Bu",,,,,,,
"Building Management and Control","Gas Detection","Chlorine",,"BMC-GD-Ch",,,,,,,
"Building Management and Control","Gas Detection","Ethane",,"BMC-GD-ETHA",,,,,,,
"Building Management and Control","Gas Detection","Ethylene",,"BMC-GD-ETHL",,,,,,,
"Building Management and Control","Gas Detection","Heptane",,"BMC-GD-HEP",,,,,,,
"Building Management and Control","Gas Detection","Hexane",,"BMC-GD-HEX",,,,,,,
"Building Management and Control","Gas Detection","Hydrofluoric Acid",,"BMC-GD-HA",,,,,,,
"Building Management and Control","Gas Detection","Hydrogen",,"BMC-GD-Hy",,,,,,,
"Building Management and Control","Gas Detection","Hydrogen Sulphide",,"BMC-GD-HS",,,,,,,
"Building Management and Control","Gas Detection","Hydrogen Fluoride",,"BMC-GD-HF",,,,,,,
"Building Management and Control","Gas Detection","Iso Butane",,"BMC-GD-IB",,,,,,,
"Building Management and Control","Gas Detection","Iso Pentane",,"BMC-GD-IP",,,,,,,
"Building Management and Control","Gas Detection","Isobutylene",,"BMC-GD-Is",,,,,,,
"Building Management and Control","Gas Detection","Methane",,"BMC-GD-Me",,,,,,,
"Building Management and Control","Gas Detection","Nitrogen Oxide",,"BMC-GD-NO",,,,,,,
"Building Management and Control","Gas Detection","Oxygen",,"BMC-GD-Ox",,,,,,,
"Building Management and Control","Gas Detection","Ozone",,"BMC-GD-Oz",,,,,,,
"Building Management and Control","Gas Detection","Pentane",,"BMC-GD-Pe",,,,,,,
"Building Management and Control","Gas Detection","Propane",,"BMC-GD-Pr",,,,,,,
"Building Management and Control","Gas Detection","Propylene",,"BMC-GD-PRP",,,,,,,
"Building Management and Control","Gas Detection","Sulphur Oxide",,"BMC-GD-SO",,,,,,,
"Building Management and Control","Gas Pressure Switch",,,"BMC-GPSw",,,,,,,
"Building Management and Control","Humidity Transmitter",,,"BMC-HT",,,,,,,
"Building Management and Control","Humidity Transmitter","Wall Mount",,"BMC-HT-WM",,,,,,,
"Building Management and Control","Humidity Transmitter","Wall Mount","Temp","BMC-HT-WM-Te",,,,,,,
"Building Management and Control","Humidity Transmitter","Wall Mount","Display","BMC-HT-WM-Di",,,,,,,
"Building Management and Control","Humidity Transmitter","Wall Mount","Temp, Display","BMC-HT-WM-TD",,,,,,,
"Building Management and Control","Humidity Transmitter","Wall Mount","Temp, Setpoint","BMC-HT-WM-TS",,,,,,,
"Building Management and Control","Humidity Transmitter","Wall Mount","Temp, Setpoint, Pushbutton","BMC-HT-WM-TSP",,,,,,,
"Building Management and Control","Humidity Transmitter","Wall Mount","Temp, Setpoint, Display","BMC-HT-WM-TSD",,,,,,,
"Building Management and Control","Humidity Transmitter","Wall Mount","Temp, Setpoint, Pushbutton, Display","BMC-HT-WM-TSPD",,,,,,,
"Building Management and Control","Humidity Transmitter","Duct Mount",,"BMC-HT-DM",,,,,,,
"Building Management and Control","Humidity Transmitter","Duct Mount","Temp","BMC-HT-DM-Te",,,,,,,
"Building Management and Control","Humidity Transmitter","Duct Mount","Display","BMC-HT-DM-Di",,,,,,,
"Building Management and Control","Humidity Transmitter","Duct Mount","Temp, Display","BMC-HT-DM-TD",,,,,,,
"Building Management and Control","Humidity Transmitter","Outside Air",,"BMC-HT-OA",,,,,,,
"Building Management and Control","Humidity Transmitter","Outside Air","Temp","BMC-HT-OA-Te",,,,,,,
"Building Management and Control","Humidity Transmitter","Outside Air","Display","BMC-HT-OA-Di",,,,,,,
"Building Management and Control","Humidity Transmitter","Outside Air","Temp, Display","BMC-HT-OA-TD",,,,,,,
"Building Management and Control","Humidity Transmitter","Condensation Prevention Sensor",,"BMC-HT-CPS",,,,,,,
"Building Management and Control","Input Devices",,,"BMC-ID",,,,,,,
"Building Management and Control","Input Devices","Touchscreen",,"BMC-ID-To",,,,,,,
"Building Management and Control","Input Devices","Push Button",,"BMC-ID-PB",,,,,,,
"Building Management and Control","Input Devices","Push Button","Momentary Press","BMC-ID-PB-MP",,,,,,,
"Building Management and Control","Input Devices","Push Button","Latching","BMC-ID-PB-La",,,,,,,
"Building Management and Control","Input Devices","Keypad",,"BMC-ID-Ke",,,,,,,
"Building Management and Control","Light Sensor",,,"BMC-LS",,,,,,,
"Building Management and Control","Liquid Pressure Switch",,,"BMC-LPSw",,,,,,,
"Building Management and Control","Liquid Pressure Transmitter ",,,"BMC-LPT",,,,,,,
"Building Management and Control","Liquid Pressure Transmitter ","Duct Mount",,"BMC-LPT-DM",,,,,,,
"Building Management and Control","Liquid Pressure Transmitter ","Duct Mount","Display","BMC-LPT-DM-Di",,,,,,,
"Building Management and Control","Liquid Pressure Transmitter ","Remote Mount",,"BMC-LPT-RM",,,,,,,
"Building Management and Control","Liquid Pressure Transmitter ","Remote Mount","Display","BMC-LPT-RM-Di",,,,,,,
"Building Management and Control","Metering",,,"BMC-Me","brick: Building Meter",,,,,,
"Building Management and Control","Metering","Electrical",,"BMC-Me-El","brick: Building Electrical Meter",,,,,,
"Building Management and Control","Metering","Electrical","High Level Interface","BMC-Me-El-HLI","brick: Building Electrical Meter",,,,,,
"Building Management and Control","Metering","Electrical","Pulse","BMC-Me-El-Pu","brick: Building Electrical Meter",,,,,,
"Building Management and Control","Metering","Water",,"BMC-Me-Wa","brick: Building Chilled Water Meter","brick: Building Hot Water Meter","brick: Building Water Meter",,,,
