Term,Definition,See Also
https://brickschema.org/schema/Brick#Hot_Water_Supply_Temperature_Load_Shed_Status,,
https://brickschema.org/schema/Brick#Hot_Water_Supply_Temperature_Low_Reset_Setpoint,,
https://brickschema.org/schema/Brick#Hot_Water_Supply_Temperature_Sensor,Measures the temperature of water supplied by a hot water system,
https://brickschema.org/schema/Brick#Hot_Water_System,"The equipment, devices and conduits that handle the production and distribution of hot water in a building",
https://brickschema.org/schema/Brick#Hot_Water_System_Enable_Command,Enables operation of the hot water system,
https://brickschema.org/schema/Brick#Hot_Water_Usage_Sensor,"Measures the amount of hot water that is consumed, over some period of time",
https://brickschema.org/schema/Brick#Hot_Water_Valve,A valve regulating the flow of hot water,
https://brickschema.org/schema/Brick#Humidifier,A device that adds moisture to air or other gases,
https://brickschema.org/schema/Brick#Humidifier_Fault_Status,Indicates the presence of a fault in a humidifier,
https://brickschema.org/schema/Brick#Humidify_Command,,
https://brickschema.org/schema/Brick#Humidity,,
https://brickschema.org/schema/Brick#Humidity_Alarm,An alarm that indicates the off-normal conditions associated with the concentration of water vapor in the air.,
https://brickschema.org/schema/Brick#Humidity_Parameter,Parameters relevant to humidity-related systems and points,
https://brickschema.org/schema/Brick#Humidity_Sensor,Measures the concentration of water vapor in air,https://en.wikipedia.org/wiki/Humidity
https://brickschema.org/schema/Brick#Humidity_Setpoint,Sets humidity,
https://brickschema.org/schema/Brick#Humidity_Tolerance_Parameter,A parameter determining the difference between upper and lower limits of humidity.,
https://brickschema.org/schema/Brick#HVAC_Equipment,See Heating_Ventilation_Air_Conditioning_System,
https://brickschema.org/schema/Brick#HVAC_Zone,"a space or group of spaces, within a building with heating, cooling, and ventilating requirements, that are sufficiently similar so that desired conditions (e.g., temperature) can be maintained throughout using a single sensor (e.g., thermostat or temperature sensor).",
https://brickschema.org/schema/Brick#HX,See Heat_Exchanger,
https://brickschema.org/schema/Brick#Ice,Water in its solid form,
https://brickschema.org/schema/Brick#Ice_Tank_Leaving_Water_Temperature_Sensor,Measures the temperature of water leaving an ice tank,
https://brickschema.org/schema/Brick#IDF,"An room for an intermediate distribution frame, where cables carrying signals from the main distrubtion frame terminate and then feed out to endpoints",
https://brickschema.org/schema/Brick#Illuminance,,
https://brickschema.org/schema/Brick#Illuminance_Sensor,"Measures the total luminous flux incident on a surface, per unit area",
https://brickschema.org/schema/Brick#Information_Area,An information booth or kiosk where visitors would look for information,
https://brickschema.org/schema/Brick#Inside_Face_Surface_Temperature_Sensor,Measures the inside surface (relative to the space) of the radiant panel of the radiant heating and cooling HVAC system.,
https://brickschema.org/schema/Brick#Inside_Face_Surface_Temperature_Setpoint,Sets temperature for the inside face surface temperature of the radiant panel.,
https://brickschema.org/schema/Brick#Intake_Air_Filter,Filters air intake,
https://brickschema.org/schema/Brick#Intake_Air_Temperature_Sensor,Measures air at the interface between the building and the outside,
https://brickschema.org/schema/Brick#Integral_Gain_Parameter,,
https://brickschema.org/schema/Brick#Integral_Time_Parameter,,
https://brickschema.org/schema/Brick#Interface,A device that provides an occupant control over a lighting system,
https://brickschema.org/schema/Brick#Inverter,A device that changes direct current into alternating current,
https://brickschema.org/schema/Brick#Irradiance,The power per unit area of electromagnetic radiation incident on a surface,
https://brickschema.org/schema/Brick#isAssociatedWith,The tag is associated with the given class,
https://brickschema.org/schema/Brick#isControlledBy,,
https://brickschema.org/schema/Brick#isFedBy,,
https://brickschema.org/schema/Brick#isLocationOf,Subject is the physical location encapsulating the object,
https://brickschema.org/schema/Brick#isMeasuredBy,,
https://brickschema.org/schema/Brick#Isolation_Valve,"A valve that stops the flow of a fluid, usually for maintenance or safety purposes",https://en.wikipedia.org/wiki/Isolation_valve
https://brickschema.org/schema/Brick#isPartOf,,
https://brickschema.org/schema/Brick#isPointOf,,
https://brickschema.org/schema/Brick#isRegulatedBy,,
https://brickschema.org/schema/Brick#isTagOf,,
https://brickschema.org/schema/Brick#Janitor_Room,A room set aside for the storage of cleaning equipment and supplies,
https://brickschema.org/schema/Brick#Laboratory,"facility acceptable to the local, national, or international recognized authority having jurisdiction and which provides uniform testing and examination procedures and standards for meeting design, manufacturing, and factory testing requirements.",
https://brickschema.org/schema/Brick#Last_Fault_Code_Status,Indicates the last fault code that occurred,
https://brickschema.org/schema/Brick#Lead_Lag_Command,Enables lead/lag operation,
https://brickschema.org/schema/Brick#Lead_Lag_Status,Indicates if lead/lag operation is enabled,
https://brickschema.org/schema/Brick#Lead_On_Off_Command,"Controls the active/inactive status of the ""lead"" part of a lead/lag system",
https://brickschema.org/schema/Brick#Leak_Alarm,An alarm that indicates leaks occured in systems containing fluids,
https://brickschema.org/schema/Brick#Leaving_Air_Temperature_Sensor,Measures the temperature of air leaving a piece of HVAC equipment.,
https://brickschema.org/schema/Brick#Leaving_Air_Temperature_Setpoint,Sets temperature of leaving air,
https://brickschema.org/schema/Brick#Leaving_Water,,
https://brickschema.org/schema/Brick#Leaving_Water_Flow_Sensor,Measures the rate of flow of water leaving a piece of equipment or device.,
https://brickschema.org/schema/Brick#Leaving_Water_Flow_Setpoint,Sets flow rate of water leaving a piece of equipment or device.,
https://brickschema.org/schema/Brick#Leaving_Water_Temperature_Sensor,Measures the temperature of water leaving a condenser,
https://brickschema.org/schema/Brick#Leaving_Water_Temperature_Setpoint,Sets temperature of leaving water,
https://brickschema.org/schema/Brick#Level,,
https://brickschema.org/schema/Brick#Library,"A place for the storage and/or consumption of physical media, e.g. books, periodicals, and DVDs/CDs",
https://brickschema.org/schema/Brick#Lighting,,
https://brickschema.org/schema/Brick#Lighting_System,"The equipment, devices and interfaces that serve or are a part of the lighting subsystem in a building",
https://brickschema.org/schema/Brick#Lighting_Zone,,
https://brickschema.org/schema/Brick#Limit,A parameter that places an upper or lower bound on the range of permitted values of another point,
https://brickschema.org/schema/Brick#Liquid,"state of matter intermediate between crystalline substances and gases in which the volume of a substance, but not the shape, remains relatively constant.",
https://brickschema.org/schema/Brick#Liquid_CO2,Carbon Dioxide in the liquid phase,
https://brickschema.org/schema/Brick#Load_Current_Sensor,Measures the current consumed by a load,
https://brickschema.org/schema/Brick#Load_Parameter,,
https://brickschema.org/schema/Brick#Load_Setpoint,,
https://brickschema.org/schema/Brick#Load_Shed_Command,Controls load shedding behavior provided by a control system,
https://brickschema.org/schema/Brick#Load_Shed_Differential_Pressure_Setpoint,,
https://brickschema.org/schema/Brick#Load_Shed_Setpoint,,
https://brickschema.org/schema/Brick#Load_Shed_Status,Indicates if a load shedding policy is in effect,
https://brickschema.org/schema/Brick#Loading_Dock,A part of a facility where delivery trucks can load and unload. Usually partially enclosed with specific traffic lanes leading to the dock,
https://brickschema.org/schema/Brick#Lobby,"A space just after the entrance to a building or other space of a building, where visitors can wait",
https://brickschema.org/schema/Brick#Locally_On_Off_Status,,
https://brickschema.org/schema/Brick#Location,,
https://brickschema.org/schema/Brick#Lockout_Status,Indicates if a system or piece of functionality has been locked out from operation.,
https://brickschema.org/schema/Brick#Lounge,A room for lesiure activities or relaxing,
https://brickschema.org/schema/Brick#Louver,"Device consisting of an assembly of parallel sloping vanes, intended to permit the passage of air while providing a measure of protection against environmental influences",
https://brickschema.org/schema/Brick#Low_Freeze_Protect_Temperature_Parameter,,
https://brickschema.org/schema/Brick#Low_Humidity_Alarm,An alarm that indicates low concentration of water vapor in the air.,
https://brickschema.org/schema/Brick#Low_Humidity_Alarm_Parameter,A parameter determining the humidity level at which to trigger a low humidity alarm,
https://brickschema.org/schema/Brick#Low_Outside_Air_Lockout_Temperature_Differential_Parameter,The lower bound of the outside air temperature lockout range,
https://brickschema.org/schema/Brick#Low_Outside_Air_Temperature_Enable_Differential_Sensor,,
https://brickschema.org/schema/Brick#Low_Outside_Air_Temperature_Enable_Setpoint,,
https://brickschema.org/schema/Brick#Low_Return_Air_Temperature_Alarm,An alarm that indicates that return air temperature is too low,
https://brickschema.org/schema/Brick#Low_Suction_Pressure_Alarm,An alarm that indicates a low suction pressure in the compressor in a refrigeration or air conditioning system.,
https://brickschema.org/schema/Brick#Low_Temperature_Alarm,An alarm that indicates low temperature.,
https://brickschema.org/schema/Brick#Low_Temperature_Alarm_Parameter,A parameter determining the temperature level at which to trigger a low temperature alarm,
https://brickschema.org/schema/Brick#Lowest_Exhaust_Air_Static_Pressure_Sensor,The lowest observed static pressure of air in exhaust regions of an HVAC system over some period of time,
https://brickschema.org/schema/Brick#Luminaire,"A complete lighting unit consisting of a lamp or lamps and ballast(s) (when applicable) together with the parts designed to distribute the light, to position and protect the lamps, and to connect the lamps to the power supply.",
https://brickschema.org/schema/Brick#Luminaire_Driver,A power source for a luminaire,
https://brickschema.org/schema/Brick#Luminance,,
https://brickschema.org/schema/Brick#Luminance_Alarm,,
https://brickschema.org/schema/Brick#Luminance_Command,Controls the amount of luminance delivered by a lighting system,
https://brickschema.org/schema/Brick#Luminance_Sensor,Measures the luminous intensity per unit area of light travelling in a given direction,
https://brickschema.org/schema/Brick#Luminance_Setpoint,Sets luminance,
https://brickschema.org/schema/Brick#Luminous_Flux,,
https://brickschema.org/schema/Brick#Luminous_Intensity,,
https://brickschema.org/schema/Brick#Mail_Room,A room where mail is recieved and sorted for distribution to the rest of the building,
https://brickschema.org/schema/Brick#Maintenance_Mode_Command,"Controls whether or not a device or controller is operating in ""Maintenance"" mode",
https://brickschema.org/schema/Brick#Maintenance_Required_Alarm,An alarm that indicates that repair/maintenance is required on an associated device or equipment,
https://brickschema.org/schema/Brick#Majlis,"In Arab countries, an Majlis is a private lounge where visitors are recieved and entertained",
https://brickschema.org/schema/Brick#Makeup_Air_Unit,A device designed to condition ventilation air introduced into a space or to replace air exhausted from a process or general area exhaust. The device may be used to prevent negative pressure within buildings or to reduce airborne contaminants in a space.,
https://brickschema.org/schema/Brick#Makeup_Water,"Water used used to makeup water loss through leaks, evaporation, or blowdown",
https://brickschema.org/schema/Brick#Makeup_Water_Valve,"A valve regulating the flow of makeup water into a water holding tank, e.g. a cooling tower, hot water tank",
https://brickschema.org/schema/Brick#Manual_Auto_Status,Indicates if a system is under manual or automatic operation,
https://brickschema.org/schema/Brick#Massage_Room,"Usually adjunct to an athletic facility, a private/semi-private space where massages are performed",
https://brickschema.org/schema/Brick#MAU,See Makeup_Air_Unit,
https://brickschema.org/schema/Brick#Max_Air_Temperature_Setpoint,Setpoint for maximum air temperature,
https://brickschema.org/schema/Brick#Max_Frequency_Command,Sets the maximum permitted frequency,
https://brickschema.org/schema/Brick#Max_Load_Setpoint,,
https://brickschema.org/schema/Brick#Max_Return_Air_CO2_Setpoint,,
https://brickschema.org/schema/Brick#Max_Water_Level_Alarm,An alarm indicating that the water level reached its design capacity or setpoint.,
https://brickschema.org/schema/Brick#Max_Water_Temperature_Setpoint,Setpoint for max water temperature,
https://brickschema.org/schema/Brick#MDF,"A room for the Main Distribution Frame, the central place of a building where cables carrying signals meet and connect to the outside world",
https://brickschema.org/schema/Brick#Measurable,,
https://brickschema.org/schema/Brick#measures,The subject measures a quantity or substance given by the object,
https://brickschema.org/schema/Brick#Mechanical_Room,A class of service rooms where mechanical equipment (HVAC) operates,
https://brickschema.org/schema/Brick#Media_Hot_Desk,A non-enclosed space used by members of the media temporarily to cover an event while they are present at a venue,
https://brickschema.org/schema/Brick#Media_Production_Room,A enclosed space used by media professionals for the production of media,
https://brickschema.org/schema/Brick#Media_Room,A class of spaces related to the creation of media,
https://brickschema.org/schema/Brick#Medical_Room,A class of rooms used for medical purposes,
https://brickschema.org/schema/Brick#Medium_Temperature_Hot_Water_Differential_Pressure_Load_Shed_Reset_Status,,
https://brickschema.org/schema/Brick#Medium_Temperature_Hot_Water_Differential_Pressure_Load_Shed_Setpoint,,
https://brickschema.org/schema/Brick#Medium_Temperature_Hot_Water_Differential_Pressure_Load_Shed_Status,,
https://brickschema.org/schema/Brick#Medium_Temperature_Hot_Water_Differential_Pressure_Sensor,Measures the difference in water pressure between sections of a medium temperature hot water system,
https://brickschema.org/schema/Brick#Medium_Temperature_Hot_Water_Discharge_Temperature_High_Reset_Setpoint,,
https://brickschema.org/schema/Brick#Medium_Temperature_Hot_Water_Discharge_Temperature_Low_Reset_Setpoint,,
https://brickschema.org/schema/Brick#Medium_Temperature_Hot_Water_Return_Temperature_Sensor,Measures the temperature of medium-temperature hot water returned to a hot water system,
https://brickschema.org/schema/Brick#Medium_Temperature_Hot_Water_Supply_Temperature_High_Reset_Setpoint,,
https://brickschema.org/schema/Brick#Medium_Temperature_Hot_Water_Supply_Temperature_Load_Shed_Setpoint,,
https://brickschema.org/schema/Brick#Medium_Temperature_Hot_Water_Supply_Temperature_Load_Shed_Status,,
https://brickschema.org/schema/Brick#Medium_Temperature_Hot_Water_Supply_Temperature_Low_Reset_Setpoint,,
https://brickschema.org/schema/Brick#Medium_Temperature_Hot_Water_Supply_Temperature_Sensor,Measures the temperature of medium-temperature hot water supplied by a hot water system,
https://brickschema.org/schema/Brick#Meter,A device that measure usage or consumption of some media --- typically a form energy or power.,
https://brickschema.org/schema/Brick#Min_Air_Temperature_Setpoint,Setpoint for minimum air temperature,
https://brickschema.org/schema/Brick#Min_Water_Level_Alarm,An alarm indicating that the water level reached its minimum.,
https://brickschema.org/schema/Brick#Min_Water_Temperature_Setpoint,Setpoint for min water temperature,
https://brickschema.org/schema/Brick#Mixed_Air,(1) air that contains two or more streams of air. (2) combined outdoor air and recirculated air.,
https://brickschema.org/schema/Brick#Mixed_Air_Filter,A filter that is applied to the mixture of recirculated and outside air,
https://brickschema.org/schema/Brick#Mixed_Air_Humidity_Sensor,Measures the humidity of mixed air,
https://brickschema.org/schema/Brick#Mixed_Air_Humidity_Setpoint,Humidity setpoint for mixed air,
https://brickschema.org/schema/Brick#Mixed_Air_Temperature_Sensor,Measures the temperature of mixed air,
https://brickschema.org/schema/Brick#Mixed_Air_Temperature_Setpoint,Sets temperature of mixed air,
https://brickschema.org/schema/Brick#Mixed_Damper,A damper that modulates the flow of the mixed outside and return air streams,
https://brickschema.org/schema/Brick#Mode_Command,Controls the operating mode of a device or controller,
https://brickschema.org/schema/Brick#Mode_Status,"Indicates which mode a system, device or control loop is currently in",
https://brickschema.org/schema/Brick#Motion_Sensor,Detects the presence of motion in some area,
https://brickschema.org/schema/Brick#Motor,A machine in which power is applied to do work by the conversion of various forms of energy into mechanical force and motion.,https://xp20.ashrae.org/terminology/index.php?term=motor
https://brickschema.org/schema/Brick#Motor_Control_Center,The Motor Control Center is a specialized type of switchgear which provides electrical power to major mechanical systems in the building such as HVAC components.,
https://brickschema.org/schema/Brick#Motor_Current_Sensor,Measures the current consumed by a motor,
https://brickschema.org/schema/Brick#Motor_Direction_Status,"Indicates which direction a motor is operating in, e.g. forward or reverse",
https://brickschema.org/schema/Brick#Motor_Speed_Sensor,,
https://brickschema.org/schema/Brick#Motor_Torque_Sensor,"Measures the torque, or rotating power, of a motor",
https://brickschema.org/schema/Brick#Natural_Gas,Fossil fuel energy source consisting largely of methane and other hydrocarbons,
https://brickschema.org/schema/Brick#No_Water_Alarm,,
https://brickschema.org/schema/Brick#Nonreversible_Air_To_Water_Heat_Pump,A nonreversible air source heat pump that extracts thermal energy from a volume of air and transfers it to a water volume or circuit. The flow of the refrigerant is fixed in one direction.,
https://brickschema.org/schema/Brick#Nonreversible_Ground_To_Air_Heat_Pump,A nonreversible ground source heat pump that extracts thermal energy from the ground or groundwater and transfers it to a volume of air. The flow of the refrigerant is fixed in one direction.,
https://brickschema.org/schema/Brick#Occupancy,,
https://brickschema.org/schema/Brick#Occupancy_Command,"Controls whether or not a device or controller is operating in ""Occupied"" mode",
https://brickschema.org/schema/Brick#Occupancy_Count,Number of people in an area,
https://brickschema.org/schema/Brick#Occupancy_Percentage,Percent of total occupancy of space that is occupied,
https://brickschema.org/schema/Brick#Occupancy_Sensor,Detects occupancy of some space or area,
https://brickschema.org/schema/Brick#Occupancy_Status,Indicates if a room or space is occupied,
https://brickschema.org/schema/Brick#Occupied_Cooling_Discharge_Air_Flow_Setpoint,Sets discharge air flow for cooling when occupied,
https://brickschema.org/schema/Brick#Occupied_Cooling_Supply_Air_Flow_Setpoint,Sets supply air flow rate for cooling when occupied,
https://brickschema.org/schema/Brick#Occupied_Cooling_Temperature_Deadband_Setpoint,Sets the size of a deadband of temperature for cooling when occupied,
https://brickschema.org/schema/Brick#Occupied_Discharge_Air_Flow_Setpoint,Sets discharge air flow when occupied,
https://brickschema.org/schema/Brick#Occupied_Heating_Discharge_Air_Flow_Setpoint,Sets discharge air flow for heating when occupied,
https://brickschema.org/schema/Brick#Occupied_Heating_Supply_Air_Flow_Setpoint,Sets supply air flow rate for heating when occupied,
https://brickschema.org/schema/Brick#Occupied_Heating_Temperature_Deadband_Setpoint,Sets the size of a deadband of temperature for heating when occupied,
https://brickschema.org/schema/Brick#Occupied_Mode_Status,"Indicates if a system, device or control loop is in ""Occupied"" mode",
https://brickschema.org/schema/Brick#Occupied_Supply_Air_Flow_Setpoint,Sets supply air flow rate when occupied,
https://brickschema.org/schema/Brick#Off_Command,"An Off Command controls or reports the binary 'off' status of a control loop, relay or equipment activity. It can only be used to stop/deactivate an associated equipment or process, or determine that the related entity is 'off'",
https://brickschema.org/schema/Brick#Off_Status,"Indicates if a control loop, relay or equipment is off",
https://brickschema.org/schema/Brick#Office,A class of rooms dedicated for work or study,
https://brickschema.org/schema/Brick#Office_Kitchen,"A common space, usually near or in a breakroom, where minor food preperation occurs",
https://brickschema.org/schema/Brick#Oil,"a viscous liquid derived from petroleum, especially for use as a fuel or lubricant.",
https://brickschema.org/schema/Brick#On_Command,"An On Command controls or reports the binary 'on' status of a control loop, relay or equipment activity. It can only be used to start/activate an associated equipment or process, or determine that the related entity is 'on'",
https://brickschema.org/schema/Brick#On_Off_Command,"An On/Off Command controls or reports the binary status of a control loop, relay or equipment activity",
https://brickschema.org/schema/Brick#On_Off_Status,"Indicates the on/off status of a control loop, relay or equipment",
https://brickschema.org/schema/Brick#On_Status,"Indicates if a control loop, relay or equipment is on",
https://brickschema.org/schema/Brick#On_Timer_Sensor,"Measures the duration for which a device was in an active or ""on"" state",
https://brickschema.org/schema/Brick#Open_Close_Status,Indicates the open/close status of a device such as a damper or valve.,
https://brickschema.org/schema/Brick#Open_Heating_Valve_Outside_Air_Temperature_Setpoint,,
https://brickschema.org/schema/Brick#Open_Office,An open space used for work or study by mulitple people. Usuaully subdivided into cubicles or desks,
https://brickschema.org/schema/Brick#Operating_Mode_Status,"Indicates the current operating mode of a system, device or control loop",
https://brickschema.org/schema/Brick#Operative_Temperature,The uniform temperature of an imaginary black enclosure in which an occupant would exchange the same amount of heat by radiation plus convection as in the actual nonuniform environment (https://en.wikipedia.org/wiki/Operative_temperature),
https://brickschema.org/schema/Brick#Outdoor_Area,A class of spaces that exist outside of a building,
https://brickschema.org/schema/Brick#Output_Frequency_Sensor,,
https://brickschema.org/schema/Brick#Output_Voltage_Sensor,Measures the voltage output by some process or device,
https://brickschema.org/schema/Brick#Outside,,
https://brickschema.org/schema/Brick#Outside_Air,"air external to a defined zone (e.g., corridors).",
https://brickschema.org/schema/Brick#Outside_Air_CO2_Sensor,Measures the concentration of CO2 in outside air,
https://brickschema.org/schema/Brick#Outside_Air_Dewpoint_Sensor,Senses the dewpoint temperature of outside air,
https://brickschema.org/schema/Brick#Outside_Air_Enthalpy_Sensor,Measures the total heat content of outside air,
https://brickschema.org/schema/Brick#Outside_Air_Flow_Sensor,Measures the rate of flow of outside air into the system,
https://brickschema.org/schema/Brick#Outside_Air_Flow_Setpoint,Sets outside air flow rate,
https://brickschema.org/schema/Brick#Outside_Air_Grains_Sensor,Measures the mass of water vapor in outside air,
https://brickschema.org/schema/Brick#Outside_Air_Humidity_Sensor,Measures the relative humidity of outside air,
https://brickschema.org/schema/Brick#Outside_Air_Humidity_Setpoint,Humidity setpoint for outside air,
https://brickschema.org/schema/Brick#Outside_Air_Lockout_Temperature_Setpoint,,
https://brickschema.org/schema/Brick#Outside_Air_Temperature_Enable_Differential_Sensor,,
https://brickschema.org/schema/Brick#Outside_Air_Temperature_High_Reset_Setpoint,,
https://brickschema.org/schema/Brick#Outside_Air_Temperature_Low_Reset_Setpoint,,
https://brickschema.org/schema/Brick#Outside_Air_Temperature_Sensor,Measures the temperature of outside air,
https://brickschema.org/schema/Brick#Outside_Air_Temperature_Setpoint,Sets temperature of outside air,
https://brickschema.org/schema/Brick#Outside_Air_Wet_Bulb_Temperature_Sensor,A sensor measuring the wet-bulb temperature of outside air,
https://brickschema.org/schema/Brick#Outside_Damper,A damper that modulates the flow of outside air,
https://brickschema.org/schema/Brick#Outside_Face_Surface_Temperature_Sensor,Measures the outside surface (relative to the space) of the radiant panel of a radiant heating and cooling HVAC system.,
https://brickschema.org/schema/Brick#Outside_Face_Surface_Temperature_Setpoint,Sets temperature for the outside face surface temperature of the radiant panel.,
https://brickschema.org/schema/Brick#Outside_Illuminance_Sensor,"Measures the total luminous flux incident on an outside, per unit area",
https://brickschema.org/schema/Brick#Overload_Alarm,An alarm that can indicate when a full-load current is exceeded.,
https://brickschema.org/schema/Brick#Overridden_Off_Status,"Indicates if a control loop, relay or equipment has been turned off when it would otherwise be scheduled to be on",
https://brickschema.org/schema/Brick#Overridden_On_Status,"Indicates if a control loop, relay or equipment has been turned on when it would otherwise be scheduled to be off",
https://brickschema.org/schema/Brick#Overridden_Status,Indicates if the expected operating status of an equipment or control loop has been overridden,
https://brickschema.org/schema/Brick#Override_Command,Controls or reports whether or not a device or control loop is in 'override',
https://brickschema.org/schema/Brick#Parameter,Parameter points are configuration settings used to guide the operation of equipment and control systems; for example they may provide bounds on valid setpoint values,
https://brickschema.org/schema/Brick#Parking_Level,A floor of a parking structure,
https://brickschema.org/schema/Brick#Parking_Space,An area large enough to park an individual vehicle,
https://brickschema.org/schema/Brick#Parking_Structure,A building or part of a building devoted to vehicle parking,
https://brickschema.org/schema/Brick#Particulate_Matter_Sensor,Detects pollutants in the ambient air,
https://brickschema.org/schema/Brick#PAU,"A type of AHU, use to pre-treat the outdoor air before feed to AHU",
https://brickschema.org/schema/Brick#Peak_Power,Tracks the highest (peak) observed power in some interval,
https://brickschema.org/schema/Brick#Peak_Power_Demand_Sensor,The peak power consumed by a process over some period of time,
https://brickschema.org/schema/Brick#Photovoltaic_Current_Output_Sensor,Senses the amperes of electrical current produced as output by a photovoltaic device,
https://brickschema.org/schema/Brick#PID_Parameter,,
https://brickschema.org/schema/Brick#Piezoelectric_Sensor,"Senses changes pressure, acceleration, temperature, force or strain via the piezoelectric effect",
https://brickschema.org/schema/Brick#PIR_Sensor,Detects the presense of motion in some area using the differential change in infrared intensity between two or more receptors,
https://brickschema.org/schema/Brick#PlugStrip,A device containing a block of electrical sockets allowing multiple electrical devices to be powered from a single electrical socket.,https://en.wikipedia.org/wiki/Power_strip
https://brickschema.org/schema/Brick#Plumbing_Room,A service room devoted to the operation and routing of water in a building. Usually distinct from the HVAC subsystems.,
https://brickschema.org/schema/Brick#PM1_Level_Sensor,Detects level of particulates of size 1 microns,
https://brickschema.org/schema/Brick#PM1_Sensor,Detects matter of size 1 micron,
https://brickschema.org/schema/Brick#PM10_Level_Sensor,Detects level of particulates of size 10 microns,
https://brickschema.org/schema/Brick#PM10_Sensor,Detects matter of size 10 microns,
https://brickschema.org/schema/Brick#PM2.5_Level_Sensor,Detects level of particulates of size 2.5 microns,
https://brickschema.org/schema/Brick#PM2.5_Sensor,Detects matter of size 2.5 microns,
https://brickschema.org/schema/Brick#Point,,
https://brickschema.org/schema/Brick#Position,The fraction of the full range of motion,
https://brickschema.org/schema/Brick#Position_Command,Controls or reports the position of some object,
https://brickschema.org/schema/Brick#Position_Sensor,Measures the current position of a component in terms of a fraction of its full range of motion,
https://brickschema.org/schema/Brick#Potable_Water,Water that is safe to drink,
https://brickschema.org/schema/Brick#Power,"Power is the rate at which work is performed or energy is transmitted, or the amount of energy required or expended for a given unit of time. As a rate of change of work done or the energy of a subsystem, power is: (P = W/t), where (P) is power, (W) is work and {t} is time.",
https://brickschema.org/schema/Brick#Power_Alarm,An alarm that indicates the off-normal conditions associated with electrical power.,
https://brickschema.org/schema/Brick#Power_Factor,"Power Factor, under periodic conditions, is the ratio of the absolute value of the active power (P) to the apparent power (S).",
https://brickschema.org/schema/Brick#Power_Loss_Alarm,An alarm that indicates a power failure.,
https://brickschema.org/schema/Brick#Power_Sensor,Measures the amount of instantaneous power consumed,
https://brickschema.org/schema/Brick#Prayer_Room,A room set aside for prayer,
https://brickschema.org/schema/Brick#Pre_Filter,A filter installed in front of a more efficient filter to extend the life of the more expensive higher efficiency filter,
https://brickschema.org/schema/Brick#Pre_Filter_Status,Indicates if a prefilter needs to be replaced,
https://brickschema.org/schema/Brick#Precipitation,"Amount of atmospheric water vapor fallen including rain, sleet, snow, and hail (https://project-haystack.dev/doc/lib-phScience/precipitation)",
https://brickschema.org/schema/Brick#Preheat_Demand_Setpoint,Sets the rate required for preheat,
https://brickschema.org/schema/Brick#Preheat_Discharge_Air_Temperature_Sensor,Measures the temperature of discharge air before heating is applied,
https://brickschema.org/schema/Brick#Preheat_Hot_Water_Valve,,
https://brickschema.org/schema/Brick#Preheat_Supply_Air_Temperature_Sensor,Measures the temperature of supply air before it is heated,
https://brickschema.org/schema/Brick#Preheat_Valve_VFD,,
https://brickschema.org/schema/Brick#Pressure,,
https://brickschema.org/schema/Brick#Pressure_Alarm,An alarm that indicates the off-normal conditions associated with pressure.,
https://brickschema.org/schema/Brick#Pressure_Sensor,Measure the amount of force acting on a unit area,
https://brickschema.org/schema/Brick#Pressure_Setpoint,Sets pressure,
https://brickschema.org/schema/Brick#Pressure_Status,Indicates if pressure is within expected bounds,
https://brickschema.org/schema/Brick#Private_Office,"An office devoted to a single individual, with walls and door",
https://brickschema.org/schema/Brick#Proportional_Band_Parameter,,
https://brickschema.org/schema/Brick#Proportional_Gain_Parameter,,
https://brickschema.org/schema/Brick#Pump,"Machine for imparting energy to a fluid, causing it to do work, drawing a fluid into itself through an entrance port, and forcing the fluid out through an exhaust port.",
https://brickschema.org/schema/Brick#Pump_Command,Controls or reports the speed of a pump (typically as a proportion of its full pumping capacity),
https://brickschema.org/schema/Brick#Pump_Room,A mechanical room that houses pumps,
https://brickschema.org/schema/Brick#Pump_VFD,Variable-frequency drive for pumps,
https://brickschema.org/schema/Brick#PV_Current_Output_Sensor,See Photovoltaic_Current_Output_Sensor,
https://brickschema.org/schema/Brick#Quantity,,
https://brickschema.org/schema/Brick#Radiance,,
https://brickschema.org/schema/Brick#Radiant_Ceiling_Panel,Radiant panel heating and cooling system that are usually made from metal and suspended under the ceiling or insulated from the building structure.,https://www.rehva.eu/eshop/detail/no07-low-temperature-heating-and-high-temperature-cooling
https://brickschema.org/schema/Brick#Radiant_Panel,A temperature-controlled surface that provides fifty percent (50%) or more of the design heat transfer by thermal radiation.,https://en.wikipedia.org/wiki/Radiant_heating_and_cooling
https://brickschema.org/schema/Brick#Radiant_Panel_Temperature_Sensor,Measures the temperature of the radiant panel of the radiant heating and cooling HVAC system.,
https://brickschema.org/schema/Brick#Radiant_Panel_Temperature_Setpoint,Sets temperature of radiant panel.,
https://brickschema.org/schema/Brick#Radiant_Temperature,the uniform temperature of an imaginary enclosure in which the radiant heat transfer from the human body is equal to the radiant heat transfer in the actual non-uniform enclosure. (https://en.wikipedia.org/wiki/Mean_radiant_temperature),
https://brickschema.org/schema/Brick#Radiation_Chilled_Water_System,"The equipment, devices and conduits that handle the production and distribution of chilled water in a building for a radiant cooling system",
https://brickschema.org/schema/Brick#Radiation_Hot_Water_System,"The equipment, devices and conduits that handle the production and distribution of hot water in a building for a radiant heating system",
